State/Country,Year,Category of occupation,Code Version, Employed Person ('000) 
Sabah,2000,Sales workers,DOC 1980,89.8
Sarawak,2000,Sales workers,DOC 1980,78.1
W.P. Kuala Lumpur,2000,Sales workers,DOC 1980,88.0
W.P Labuan,2000,Sales workers,DOC 1980,2.8
W.P.Putrajaya,2000,Sales workers,DOC 1980,
Malaysia,2000,Service workers,DOC 1980,"1,189.3"
Johor,2000,Service workers,DOC 1980,130.8
Kedah,2000,Service workers,DOC 1980,65.2
Kelantan,2000,Service workers,DOC 1980,45.7
Melaka,2000,Service workers,DOC 1980,37.3
Negeri Sembilan,2000,Service workers,DOC 1980,46.3
Pahang,2000,Service workers,DOC 1980,48.4
Pulau Pinang,2000,Service workers,DOC 1980,48.4
Perak,2000,Service workers,DOC 1980,110.5
Perlis,2000,Service workers,DOC 1980,9.8
Selangor,2000,Service workers,DOC 1980,255.6
Terengganu,2000,Service workers,DOC 1980,38.0
Sabah,2000,Service workers,DOC 1980,104.2
Sarawak,2000,Service workers,DOC 1980,91.8
W.P. Kuala Lumpur,2000,Service workers,DOC 1980,105.9
W.P Labuan,2000,Service workers,DOC 1980,6.2
W.P.Putrajaya,2000,Service workers,DOC 1980,
Malaysia,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,"1,569.3"
Johor,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,160.1
Kedah,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,125.5
Kelantan,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,110.9
Melaka,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,24.9
Negeri Sembilan,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,63.2
Pahang,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,151.8
Pulau Pinang,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,22.7
Perak,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,132.3
Perlis,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,16.8
Selangor,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,59.1
Terengganu,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,64.2
Sabah,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,328.1
Sarawak,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,304.0
W.P. Kuala Lumpur,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,4.4
W.P Labuan,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,1.2
W.P.Putrajaya,2000,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,
Malaysia,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,"3,040.9"
Johor,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,545.7
Kedah,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,229.0
Kelantan,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,119.6
Melaka,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,94.3
Negeri Sembilan,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,119.6
Pahang,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,114.7
Pulau Pinang,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,285.6
Perak,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,254.0
Perlis,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,21.5
Selangor,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,535.8
Terengganu,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,101.4
Sabah,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,218.1
Sarawak,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,232.0
W.P. Kuala Lumpur,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,160.2
W.P Labuan,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,9.2
W.P.Putrajaya,2000,"Production and related workers, transport equipment operators and labourers",DOC 1980,
Malaysia,1999,Total,DOC 1980,"8,837.8"
Johor,1999,Total,DOC 1980,"1,029.0"
Kedah,1999,Total,DOC 1980,678.7
Kelantan,1999,Total,DOC 1980,436.8
Melaka,1999,Total,DOC 1980,243.1
Negeri Sembilan,1999,Total,DOC 1980,274.8
Pahang,1999,Total,DOC 1980,384.4
Pulau Pinang,1999,Total,DOC 1980,602.9
Perak,1999,Total,DOC 1980,684.5
Perlis,1999,Total,DOC 1980,78.5
Selangor,1999,Total,DOC 1980,"1,427.2"
Terengganu,1999,Total,DOC 1980,300.1
Sabah,1999,Total,DOC 1980,"1,101.8"
Sarawak,1999,Total,DOC 1980,865.0
W.P. Kuala Lumpur,1999,Total,DOC 1980,689.7
W.P Labuan,1999,Total,DOC 1980,41.2
W.P.Putrajaya,1999,Total,DOC 1980,
Malaysia,1999,"Professional, technical and related workers",DOC 1980,937.0
Johor,1999,"Professional, technical and related workers",DOC 1980,68.5
Kedah,1999,"Professional, technical and related workers",DOC 1980,61.2
Kelantan,1999,"Professional, technical and related workers",DOC 1980,45.4
Melaka,1999,"Professional, technical and related workers",DOC 1980,31.1
Negeri Sembilan,1999,"Professional, technical and related workers",DOC 1980,34.0
Pahang,1999,"Professional, technical and related workers",DOC 1980,29.4
Pulau Pinang,1999,"Professional, technical and related workers",DOC 1980,84.2
Perak,1999,"Professional, technical and related workers",DOC 1980,56.5
Perlis,1999,"Professional, technical and related workers",DOC 1980,7.5
Selangor,1999,"Professional, technical and related workers",DOC 1980,215.8
Terengganu,1999,"Professional, technical and related workers",DOC 1980,33.8
Sabah,1999,"Professional, technical and related workers",DOC 1980,72.5
Sarawak,1999,"Professional, technical and related workers",DOC 1980,87.2
W.P. Kuala Lumpur,1999,"Professional, technical and related workers",DOC 1980,106.8
W.P Labuan,1999,"Professional, technical and related workers",DOC 1980,3.3
W.P.Putrajaya,1999,"Professional, technical and related workers",DOC 1980,
Malaysia,1999,Administrative and managerial workers ,DOC 1980,348.3
Johor,1999,Administrative and managerial workers ,DOC 1980,29.6
Kedah,1999,Administrative and managerial workers ,DOC 1980,10.4
Kelantan,1999,Administrative and managerial workers ,DOC 1980,6.7
Melaka,1999,Administrative and managerial workers ,DOC 1980,5.8
Negeri Sembilan,1999,Administrative and managerial workers ,DOC 1980,8.4
Pahang,1999,Administrative and managerial workers ,DOC 1980,6.5
Pulau Pinang,1999,Administrative and managerial workers ,DOC 1980,31.2
Perak,1999,Administrative and managerial workers ,DOC 1980,12.6
Perlis,1999,Administrative and managerial workers ,DOC 1980,1.4
Selangor,1999,Administrative and managerial workers ,DOC 1980,102.8
Terengganu,1999,Administrative and managerial workers ,DOC 1980,5.5
Sabah,1999,Administrative and managerial workers ,DOC 1980,20.8
Sarawak,1999,Administrative and managerial workers ,DOC 1980,18.9
W.P. Kuala Lumpur,1999,Administrative and managerial workers ,DOC 1980,86.4
W.P Labuan,1999,Administrative and managerial workers ,DOC 1980,1.4
W.P.Putrajaya,1999,Administrative and managerial workers ,DOC 1980,
Malaysia,1999,Clerical and related workers,DOC 1980,985.6
Johor,1999,Clerical and related workers,DOC 1980,102.8
Kedah,1999,Clerical and related workers,DOC 1980,51.0
Kelantan,1999,Clerical and related workers,DOC 1980,27.5
Melaka,1999,Clerical and related workers,DOC 1980,27.3
Negeri Sembilan,1999,Clerical and related workers,DOC 1980,26.1
Pahang,1999,Clerical and related workers,DOC 1980,33.1
Pulau Pinang,1999,Clerical and related workers,DOC 1980,71.2
Perak,1999,Clerical and related workers,DOC 1980,61.7
Perlis,1999,Clerical and related workers,DOC 1980,6.7
Selangor,1999,Clerical and related workers,DOC 1980,248.7
Terengganu,1999,Clerical and related workers,DOC 1980,24.2
Sabah,1999,Clerical and related workers,DOC 1980,85.6
Sarawak,1999,Clerical and related workers,DOC 1980,90.2
W.P. Kuala Lumpur,1999,Clerical and related workers,DOC 1980,125.7
W.P Labuan,1999,Clerical and related workers,DOC 1980,3.8
W.P.Putrajaya,1999,Clerical and related workers,DOC 1980,
Malaysia,1999,Sales workers,DOC 1980,991.7
Johor,1999,Sales workers,DOC 1980,114.4
Kedah,1999,Sales workers,DOC 1980,84.6
Kelantan,1999,Sales workers,DOC 1980,64.5
Melaka,1999,Sales workers,DOC 1980,26.7
Negeri Sembilan,1999,Sales workers,DOC 1980,26.0
Pahang,1999,Sales workers,DOC 1980,40.0
Pulau Pinang,1999,Sales workers,DOC 1980,80.4
Perak,1999,Sales workers,DOC 1980,87.0
Perlis,1999,Sales workers,DOC 1980,9.6
Selangor,1999,Sales workers,DOC 1980,135.5
Terengganu,1999,Sales workers,DOC 1980,37.2
Sabah,1999,Sales workers,DOC 1980,108.3
Sarawak,1999,Sales workers,DOC 1980,85.5
W.P. Kuala Lumpur,1999,Sales workers,DOC 1980,87.5
W.P Labuan,1999,Sales workers,DOC 1980,4.6
W.P.Putrajaya,1999,Sales workers,DOC 1980,
Malaysia,1999,Service workers,DOC 1980,"1,052.8"
Johor,1999,Service workers,DOC 1980,111.7
Kedah,1999,Service workers,DOC 1980,61.5
Kelantan,1999,Service workers,DOC 1980,49.7
Melaka,1999,Service workers,DOC 1980,35.2
Negeri Sembilan,1999,Service workers,DOC 1980,30.8
Pahang,1999,Service workers,DOC 1980,37.5
Pulau Pinang,1999,Service workers,DOC 1980,37.5
Perak,1999,Service workers,DOC 1980,87.8
Perlis,1999,Service workers,DOC 1980,11.2
Selangor,1999,Service workers,DOC 1980,194.1
Terengganu,1999,Service workers,DOC 1980,32.4
Sabah,1999,Service workers,DOC 1980,108.8
Sarawak,1999,Service workers,DOC 1980,91.4
W.P. Kuala Lumpur,1999,Service workers,DOC 1980,115.2
W.P Labuan,1999,Service workers,DOC 1980,8.6
W.P.Putrajaya,1999,Service workers,DOC 1980,
Malaysia,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,"1,633.1"
Johor,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,153.1
Kedah,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,169.0
Kelantan,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,120.9
Melaka,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,23.0
Negeri Sembilan,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,56.3
Pahang,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,140.3
Pulau Pinang,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,18.8
Perak,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,142.5
Perlis,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,19.9
Selangor,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,53.4
Terengganu,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,74.8
Sabah,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,401.8
Sarawak,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,251.8
W.P. Kuala Lumpur,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,3.1
W.P Labuan,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,4.3
W.P.Putrajaya,1999,"Agricultural, animal husbandry and forestry workers, fishermen and hunters",DOC 1980,
Malaysia,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,"2,889.2"
Johor,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,448.9
Kedah,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,240.9
Kelantan,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,122.2
Melaka,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,94.1
Negeri Sembilan,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,93.3
Pahang,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,97.7
Pulau Pinang,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,240.1
Perak,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,236.3
Perlis,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,22.2
Selangor,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,476.9
Terengganu,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,92.2
Sabah,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,304.0
Sarawak,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,240.1
W.P. Kuala Lumpur,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,165.1
W.P Labuan,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,15.4
W.P.Putrajaya,1999,"Production and related workers, transport equipment operators and labourers",DOC 1980,
Malaysia,1998,Total,DOC 1980,"8,599.6"
Johor,1998,Total,DOC 1980,"1,027.0"
Kedah,1998,Total,DOC 1980,567.3
Kelantan,1998,Total,DOC 1980,430.7
Melaka,1998,Total,DOC 1980,242.4
Negeri Sembilan,1998,Total,DOC 1980,304.4
Pahang,1998,Total,DOC 1980,364.9
Pulau Pinang,1998,Total,DOC 1980,585.2
Perak,1998,Total,DOC 1980,685.0
Perlis,1998,Total,DOC 1980,71.0
Selangor,1998,Total,DOC 1980,"1,430.4"
Terengganu,1998,Total,DOC 1980,293.5
Sabah,1998,Total,DOC 1980,"1,068.3"
Sarawak,1998,Total,DOC 1980,824.3
W.P. Kuala Lumpur,1998,Total,DOC 1980,668.3
W.P Labuan,1998,Total,DOC 1980,37.0
W.P.Putrajaya,1998,Total,DOC 1980,
Malaysia,1998,"Professional, technical and related workers",DOC 1980,913.1
Johor,1998,"Professional, technical and related workers",DOC 1980,81.0
Kedah,1998,"Professional, technical and related workers",DOC 1980,60.5
Kelantan,1998,"Professional, technical and related workers",DOC 1980,41.9
Melaka,1998,"Professional, technical and related workers",DOC 1980,33.6
Negeri Sembilan,1998,"Professional, technical and related workers",DOC 1980,35.3
Pahang,1998,"Professional, technical and related workers",DOC 1980,31.4
Pulau Pinang,1998,"Professional, technical and related workers",DOC 1980,74.0
Perak,1998,"Professional, technical and related workers",DOC 1980,61.9
Perlis,1998,"Professional, technical and related workers",DOC 1980,7.5
Selangor,1998,"Professional, technical and related workers",DOC 1980,206.3
Terengganu,1998,"Professional, technical and related workers",DOC 1980,30.9
Sabah,1998,"Professional, technical and related workers",DOC 1980,79.0
Sarawak,1998,"Professional, technical and related workers",DOC 1980,70.2
W.P. Kuala Lumpur,1998,"Professional, technical and related workers",DOC 1980,96.1
W.P Labuan,1998,"Professional, technical and related workers",DOC 1980,3.4
W.P.Putrajaya,1998,"Professional, technical and related workers",DOC 1980,
Malaysia,1998,Administrative and managerial workers ,DOC 1980,346.2
Johor,1998,Administrative and managerial workers ,DOC 1980,30.7
Kedah,1998,Administrative and managerial workers ,DOC 1980,11.3
Kelantan,1998,Administrative and managerial workers ,DOC 1980,5.5
Melaka,1998,Administrative and managerial workers ,DOC 1980,7.1
Negeri Sembilan,1998,Administrative and managerial workers ,DOC 1980,10.7
Pahang,1998,Administrative and managerial workers ,DOC 1980,7.4
Pulau Pinang,1998,Administrative and managerial workers ,DOC 1980,31.0
Perak,1998,Administrative and managerial workers ,DOC 1980,16.9
Perlis,1998,Administrative and managerial workers ,DOC 1980,1.4
Selangor,1998,Administrative and managerial workers ,DOC 1980,112.3
Terengganu,1998,Administrative and managerial workers ,DOC 1980,5.1
Sabah,1998,Administrative and managerial workers ,DOC 1980,20.4
Sarawak,1998,Administrative and managerial workers ,DOC 1980,16.8
W.P. Kuala Lumpur,1998,Administrative and managerial workers ,DOC 1980,67.7
W.P Labuan,1998,Administrative and managerial workers ,DOC 1980,1.9
W.P.Putrajaya,1998,Administrative and managerial workers ,DOC 1980,
Malaysia,1998,Clerical and related workers,DOC 1980,946.9
Johor,1998,Clerical and related workers,DOC 1980,91.0
Kedah,1998,Clerical and related workers,DOC 1980,46.4
Kelantan,1998,Clerical and related workers,DOC 1980,24.9
Melaka,1998,Clerical and related workers,DOC 1980,27.0
Negeri Sembilan,1998,Clerical and related workers,DOC 1980,25.7
Pahang,1998,Clerical and related workers,DOC 1980,31.2
Pulau Pinang,1998,Clerical and related workers,DOC 1980,71.4
Perak,1998,Clerical and related workers,DOC 1980,57.3
Perlis,1998,Clerical and related workers,DOC 1980,6.0
Selangor,1998,Clerical and related workers,DOC 1980,232.7
Terengganu,1998,Clerical and related workers,DOC 1980,24.2
Sabah,1998,Clerical and related workers,DOC 1980,86.8
